Num_episode;Title;Type;Year_launch;Rate;Votes;Saga;Airdate
321;Reinforcements Arrive;Manga Canon;2013;8.1;309;s15 The Fourth Great Ninja War - Sasuke And Itachi;18/7/2013
322;Madara Uchiha;Manga Canon;2013;9.3;1600;s15 The Fourth Great Ninja War - Sasuke And Itachi;25/7/2013
323;The Five Kage Assemble;Manga Canon;2013;8.3;548;s15 The Fourth Great Ninja War - Sasuke And Itachi;1/8/2013
324;The Unbreakable Mask and the Shattered Bubble;Mixed Canon/Filler;2013;7.8;290;s15 The Fourth Great Ninja War - Sasuke And Itachi;8/8/2013
325;Jinchuriki vs. Jinchuriki!;Manga Canon;2013;8.1;296;s15 The Fourth Great Ninja War - Sasuke And Itachi;15/8/2013
326;Four Tails, the King of Sage Monkeys;Manga Canon;2013;8.3;299;s15 The Fourth Great Ninja War - Sasuke And Itachi;22/8/2013
327;Nine Tails;Mixed Canon/Filler;2013;7.2;292;s15 The Fourth Great Ninja War - Sasuke And Itachi;29/8/2013
328;Kurama;Mixed Canon/Filler;2013;7.9;327;s15 The Fourth Great Ninja War - Sasuke And Itachi;29/8/2013
329;Two-Man Team;Manga Canon;2013;8.5;736;s15 The Fourth Great Ninja War - Sasuke And Itachi;5/9/2013
330;Promise of Victory;Mixed Canon/Filler;2013;7.7;277;s15 The Fourth Great Ninja War - Sasuke And Itachi;12/9/2013
331;Eyes That See in the Dark;Mixed Canon/Filler;2013;7;265;s15 The Fourth Great Ninja War - Sasuke And Itachi;19/9/2013
332;The Will of Stone;Manga Canon;2013;8.2;295;s15 The Fourth Great Ninja War - Sasuke And Itachi;26/9/2013
333;The Risks of the Reanimation Jutsu;Manga Canon;2013;8.4;309;s15 The Fourth Great Ninja War - Sasuke And Itachi;3/10/2013
334;Sibling Tag Team;Manga Canon;2013;8.3;307;s15 The Fourth Great Ninja War - Sasuke And Itachi;10/10/2013
335;To Each Their Own Leaf;Manga Canon;2013;7.7;280;s15 The Fourth Great Ninja War - Sasuke And Itachi;24/10/2013
336;Kabuto Yakushi;Manga Canon;2013;7.7;282;s15 The Fourth Great Ninja War - Sasuke And Itachi;31/10/2013
337;The Izanami Activated;Manga Canon;2013;8.2;314;s15 The Fourth Great Ninja War - Sasuke And Itachi;7/11/2013
338;Izanagi and Izanami;Mixed Canon/Filler;2013;8.2;318;s15 The Fourth Great Ninja War - Sasuke And Itachi;14/11/2013
339;I Will Love You Always;Manga Canon;2013;9.1;1188;s15 The Fourth Great Ninja War - Sasuke And Itachi;21/11/2013
340;Reanimation Jutsu, Release!;Manga Canon;2013;8.3;317;s15 The Fourth Great Ninja War - Sasuke And Itachi;28/11/2013
341;Orochimaru's Return;Manga Canon;2013;8;293;s15 The Fourth Great Ninja War - Sasuke And Itachi;5/12/2013
342;Secret of the Transportation Technique;Manga Canon;2013;8.5;358;s15 The Fourth Great Ninja War - Sasuke And Itachi;12/12/2013
343;Who Are You?;Manga Canon;2013;8.5;660;s15 The Fourth Great Ninja War - Sasuke And Itachi;19/12/2013
344;Obito and Madara;Manga Canon;2014;8.3;583;s15 The Fourth Great Ninja War - Sasuke And Itachi;9/1/2014
345;I'm in Hell;Manga Canon;2014;9.2;1227;s15 The Fourth Great Ninja War - Sasuke And Itachi;16/1/2014
346;World of Dreams;Mixed Canon/Filler;2014;8.3;309;s15 The Fourth Great Ninja War - Sasuke And Itachi;23/1/2014
347;Creeping Shadow;Filler;2014;7.7;255;s15 The Fourth Great Ninja War - Sasuke And Itachi;23/1/2014
348;The New Akatsuki;Filler;2014;8.2;270;s15 The Fourth Great Ninja War - Sasuke And Itachi;30/1/2014
349;Kakashi: Shadow of the ANBU Black Ops – A Mask That Hides the Heart;Filler;2014;7.8;239;s16 Kakashi: Shadow Of The Anbu Black Ops;6/2/2014
350;Kakashi: Shadow of the ANBU Black Ops – Minato's Death;Filler;2014;8;261;s16 Kakashi: Shadow Of The Anbu Black Ops;13/2/2014
351;Kakashi: Shadow of the ANBU Black Ops: Hashirama's Cells;Filler;2014;7.3;210;s16 Kakashi: Shadow Of The Anbu Black Ops;20/2/2014
352;Kakashi: Shadow of the ANBU Black Ops: The Rogue Ninja Orochimaru;Filler;2014;7;210;s16 Kakashi: Shadow Of The Anbu Black Ops;27/2/2014
353;Kakashi: Shadow of the ANBU Black Ops – Orochimaru's Test Subjects;Filler;2014;6.9;200;s16 Kakashi: Shadow Of The Anbu Black Ops;6/3/2014
354;Kakashi: Shadow of the ANBU Black Ops – Their Own Paths;Filler;2014;7;200;s16 Kakashi: Shadow Of The Anbu Black Ops;6/3/2014
355;Kakashi: Shadow of the ANBU Black Ops – the Targeted Sharingan;Filler;2014;7.2;210;s16 Kakashi: Shadow Of The Anbu Black Ops;13/3/2014
356;Kakashi: Shadow of the ANBU Black Ops – a Shinobi of the Leaf;Filler;2014;7.3;212;s16 Kakashi: Shadow Of The Anbu Black Ops;20/3/2014
357;Kakashi: Shadow of the ANBU Black Ops – an Uchiha ANBU;Filler;2014;7.7;232;s16 Kakashi: Shadow Of The Anbu Black Ops;3/4/2014
358;Kakashi: Shadow of the ANBU Black Ops – Coup D'État;Filler;2014;8.3;297;s16 Kakashi: Shadow Of The Anbu Black Ops;10/4/2014
359;Kakashi: Shadow of the ANBU Black Ops – the Night of the Tragedy;Filler;2014;8.1;252;s16 Kakashi: Shadow Of The Anbu Black Ops;17/4/2014
360;Kakashi: Shadow of the ANBU Black Ops – Jonin Leader;Filler;2014;7.6;222;s16 Kakashi: Shadow Of The Anbu Black Ops;24/4/2014
361;Kakashi: Shadow of the ANBU Black Ops – Squad Seven;Filler;2014;8;258;s16 Kakashi: Shadow Of The Anbu Black Ops;8/5/2014
362;Kakashi's Resolve;Mixed Canon/Filler;2014;8.2;497;s17 The Fourth Great Ninja War - The Return Of Squad Seven;15/5/2014
363;The Allied Shinobi Forces Jutsu;Manga Canon;2014;8.5;628;s17 The Fourth Great Ninja War - The Return Of Squad Seven;22/5/2014
364;The Ties That Bind;Manga Canon;2014;9;1048;s17 The Fourth Great Ninja War - The Return Of Squad Seven;5/6/2014
365;Those Who Dance in the Shadows;Manga Canon;2014;8.6;676;s17 The Fourth Great Ninja War - The Return Of Squad Seven;12/6/2014
366;The All-Knowing;Manga Canon;2014;8.8;833;s17 The Fourth Great Ninja War - The Return Of Squad Seven;19/6/2014
367;Hashirama and Madara;Manga Canon;2014;8.2;491;s17 The Fourth Great Ninja War - The Return Of Squad Seven;3/7/2014
368;Era of Warring States;Manga Canon;2014;8.4;572;s17 The Fourth Great Ninja War - The Return Of Squad Seven;10/7/2014
369;My True Dream;Manga Canon;2014;8.3;524;s17 The Fourth Great Ninja War - The Return Of Squad Seven;24/7/2014
370;Sasuke's Answer;Manga Canon;2014;8.4;567;s17 The Fourth Great Ninja War - The Return Of Squad Seven;31/7/2014
371;Hole;Manga Canon;2014;8.5;361;s17 The Fourth Great Ninja War - The Return Of Squad Seven;7/8/2014
372;Something to Fill the Hole;Manga Canon;2014;8.8;899;s17 The Fourth Great Ninja War - The Return Of Squad Seven;14/8/2014
373;Team 7, Assemble!;Manga Canon;2014;8.2;499;s18 The Fourth Great Ninja War - Obito Uchiha Against The Shinobi Forces;21/8/2014
374;The New Three-Way Deadlock;Manga Canon;2014;8.3;439;s18 The Fourth Great Ninja War - Obito Uchiha Against The Shinobi Forces;28/8/2014
375;Kakashi vs. Obito;Manga Canon;2014;9.3;1732;s18 The Fourth Great Ninja War - Obito Uchiha Against The Shinobi Forces;4/9/2014
376;The Directive to Take the Nine Tails;Filler;2014;4.6;260;s18 The Fourth Great Ninja War - Obito Uchiha Against The Shinobi Forces;11/9/2014
377;Naruto vs. Mecha Naruto;Filler;2014;4.2;348;s18 The Fourth Great Ninja War - Obito Uchiha Against The Shinobi Forces;11/9/2014
378;The Ten Tails' Jinchuriki;Manga Canon;2014;8.2;446;s18 The Fourth Great Ninja War - Obito Uchiha Against The Shinobi Forces;18/9/2014
379;An Opening;Manga Canon;2014;8.4;548;s18 The Fourth Great Ninja War - Obito Uchiha Against The Shinobi Forces;25/9/2014
380;The Day Naruto Was Born;Manga Canon;2014;8.2;496;s18 The Fourth Great Ninja War - Obito Uchiha Against The Shinobi Forces;2/10/2014
381;The Divine Tree;Manga Canon;2014;8.2;535;s18 The Fourth Great Ninja War - Obito Uchiha Against The Shinobi Forces;9/10/2014
382;A Shinobi's Dream;Manga Canon;2014;8.2;436;s18 The Fourth Great Ninja War - Obito Uchiha Against The Shinobi Forces;16/10/2014
383;Pursuing Hope;Manga Canon;2014;8.5;348;s18 The Fourth Great Ninja War - Obito Uchiha Against The Shinobi Forces;23/10/2014
384;A Heart Filled With Comrades;Manga Canon;2014;8.2;506;s18 The Fourth Great Ninja War - Obito Uchiha Against The Shinobi Forces;30/10/2014
385;Obito Uchiha;Mixed Canon/Filler;2014;8.1;308;s18 The Fourth Great Ninja War - Obito Uchiha Against The Shinobi Forces;6/11/2014
386;I'm Always Watching;Mixed Canon/Filler;2014;7.9;266;s18 The Fourth Great Ninja War - Obito Uchiha Against The Shinobi Forces;13/11/2014
387;The Promise That Was Kept;Manga Canon;2014;8.4;300;s18 The Fourth Great Ninja War - Obito Uchiha Against The Shinobi Forces;20/11/2014
388;My First Friend;Filler;2014;6.4;201;s18 The Fourth Great Ninja War - Obito Uchiha Against The Shinobi Forces;27/11/2014
389;The Adored Elder Sister;Filler;2014;6.3;174;s18 The Fourth Great Ninja War - Obito Uchiha Against The Shinobi Forces;4/12/2014
390;Hanabi's Decision;Filler;2014;6.7;173;s18 The Fourth Great Ninja War - Obito Uchiha Against The Shinobi Forces;4/12/2014
391;Madara Uchiha Arises;Manga Canon;2014;8.4;610;s18 The Fourth Great Ninja War - Obito Uchiha Against The Shinobi Forces;11/12/2014
392;The Hidden Heart;Manga Canon;2014;8.3;581;s18 The Fourth Great Ninja War - Obito Uchiha Against The Shinobi Forces;18/12/2014
393;A True Ending;Manga Canon;2014;8.6;766;s18 The Fourth Great Ninja War - Obito Uchiha Against The Shinobi Forces;25/12/2014
394;The New Chunin Exams;Filler;2015;6.4;178;s19 Naruto'S Back ~The Tracks Of His Friends;8/1/2015
395;The Chunin Exams Begin!;Filler;2015;6;170;s19 Naruto'S Back ~The Tracks Of His Friends;15/1/2015
396;The Three Questions;Filler;2015;6.6;172;s19 Naruto'S Back ~The Tracks Of His Friends;22/1/2015
397;One Worthy As A Leader;Filler;2015;6.7;167;s19 Naruto'S Back ~The Tracks Of His Friends;29/1/2015
398;The Night Before the Second Exam;Filler;2015;6.4;166;s19 Naruto'S Back ~The Tracks Of His Friends;5/2/2015
399;Demon Desert Survival;Filler;2015;6.2;165;s19 Naruto'S Back ~The Tracks Of His Friends;12/2/2015
400;As a Taijutsu User;Filler;2015;6.1;169;s19 Naruto'S Back ~The Tracks Of His Friends;19/2/2015
401;The Ultimate;Filler;2015;7.1;179;s19 Naruto'S Back ~The Tracks Of His Friends;26/2/2015
402;Escape vs. Pursuit;Filler;2015;5.8;169;s19 Naruto'S Back ~The Tracks Of His Friends;5/3/2015
403;Unwavering Gutsiness;Filler;2015;5.8;166;s19 Naruto'S Back ~The Tracks Of His Friends;12/3/2015
404;Tenten's Troubles;Filler;2015;5.7;165;s19 Naruto'S Back ~The Tracks Of His Friends;19/3/2015
405;The Imprisoned Pair;Filler;2015;5.9;163;s19 Naruto'S Back ~The Tracks Of His Friends;26/3/2015
406;The Place Where I Belong;Filler;2015;5.7;164;s19 Naruto'S Back ~The Tracks Of His Friends;2/4/2015
407;The Yamanaka Clan: Secret Ninjutsu;Filler;2015;5.8;164;s19 Naruto'S Back ~The Tracks Of His Friends;9/4/2015
408;The Cursed Puppet;Filler;2015;6.1;164;s19 Naruto'S Back ~The Tracks Of His Friends;16/4/2015
409;Their Backs;Filler;2015;6.2;163;s19 Naruto'S Back ~The Tracks Of His Friends;23/4/2015
410;The Hidden Plot Set Into Motion;Filler;2015;6.3;164;s19 Naruto'S Back ~The Tracks Of His Friends;30/4/2015
411;The Targeted Tailed Beast;Filler;2015;6.1;164;s19 Naruto'S Back ~The Tracks Of His Friends;7/5/2015
412;Neji’s Judgement;Filler;2015;6.2;165;s19 Naruto'S Back ~The Tracks Of His Friends;14/5/2015
413;Hopes Entrusted to the Future;Filler;2015;6.5;166;s19 Naruto'S Back ~The Tracks Of His Friends;21/5/2015
414;On the Brink of Death;Manga Canon;2015;8.4;404;s20 Infinite Tsukuyomi: The Invocation;28/5/2015
415;The Two Mangekyo;Mixed Canon/Filler;2015;8.2;298;s20 Infinite Tsukuyomi: The Invocation;4/6/2015
416;The Formation of Team Minato;Filler;2015;7;200;s20 Infinite Tsukuyomi: The Invocation;11/6/2015
417;You’ll Be My Backup;Filler;2015;8.1;263;s20 Infinite Tsukuyomi: The Invocation;25/6/2015
418;The Blue Beast vs Six Paths Madara;Manga Canon;2015;8.4;341;s20 Infinite Tsukuyomi: The Invocation;2/7/2015
419;Papa's Youth;Mixed Canon/Filler;2015;8.2;453;s20 Infinite Tsukuyomi: The Invocation;9/7/2015
420;The Eight Inner Gates Formation;Manga Canon;2015;8.6;733;s20 Infinite Tsukuyomi: The Invocation;23/7/2015
421;The Sage of the Six Paths;Manga Canon;2015;9.1;1205;s20 Infinite Tsukuyomi: The Invocation;30/7/2015
422;The One Who Will Inherit;Filler;2015;6.6;174;s20 Infinite Tsukuyomi: The Invocation;6/8/2015
423;Naruto's Rival;Filler;2015;6.9;180;s20 Infinite Tsukuyomi: The Invocation;6/8/2015
424;To Rise Up;Manga Canon;2015;8.8;881;s20 Infinite Tsukuyomi: The Invocation;13/8/2015
425;The Infinite Dream;Manga Canon;2015;8.4;631;s20 Infinite Tsukuyomi: The Invocation;20/8/2015
426;The Infinite Tsukuyomi;Mixed Canon/Filler;2015;8.4;302;s20 Infinite Tsukuyomi: The Invocation;27/8/2015
427;To the Dream World;Filler;2015;5.8;186;s20 Infinite Tsukuyomi: The Invocation;3/9/2015
428;Where Tenten Belongs;Filler;2015;5.8;176;s20 Infinite Tsukuyomi: The Invocation;3/9/2015
429;Killer Bee Rappuden, Part 1;Filler;2015;5.2;176;s20 Infinite Tsukuyomi: The Invocation;10/9/2015
430;Killer Bee Rappuden, Part 2;Filler;2015;5.2;172;s20 Infinite Tsukuyomi: The Invocation;17/9/2015
431;To See That Smile, Just One More Time;Filler;2015;6.1;172;s20 Infinite Tsukuyomi: The Invocation;24/9/2015
432;The Loser Ninja;Filler;2015;5.6;166;s20 Infinite Tsukuyomi: The Invocation;1/10/2015
433;The Search Mission;Filler;2015;5.6;166;s20 Infinite Tsukuyomi: The Invocation;8/10/2015
434;Team Jiraiya;Filler;2015;5.1;198;s20 Infinite Tsukuyomi: The Invocation;15/10/2015
435;Order of Priority;Filler;2015;5.2;164;s20 Infinite Tsukuyomi: The Invocation;22/10/2015
436;The Masked Man;Filler;2015;5.3;165;s20 Infinite Tsukuyomi: The Invocation;5/11/2015
437;The Sealed Power;Filler;2015;5.3;166;s20 Infinite Tsukuyomi: The Invocation;12/11/2015
438;The Rules or a Comrade;Filler;2015;5.6;165;s20 Infinite Tsukuyomi: The Invocation;19/11/2015
439;The Child of Prophecy;Filler;2015;5.7;164;s20 Infinite Tsukuyomi: The Invocation;26/11/2015
440;The Caged Bird;Filler;2015;5.8;166;s20 Infinite Tsukuyomi: The Invocation;3/12/2015
441;Returning Home;Filler;2015;5.3;165;s20 Infinite Tsukuyomi: The Invocation;10/12/2015
442;The Mutual Path;Filler;2015;6;165;s20 Infinite Tsukuyomi: The Invocation;17/12/2015
443;The Difference in Power;Filler;2015;5.7;167;s20 Infinite Tsukuyomi: The Invocation;24/12/2015
444;Leaving the Village;Filler;2016;5.9;166;s20 Infinite Tsukuyomi: The Invocation;14/1/2016
445;Pursuers;Filler;2016;5.5;168;s20 Infinite Tsukuyomi: The Invocation;21/1/2016
446;Collision;Filler;2016;5.6;167;s20 Infinite Tsukuyomi: The Invocation;28/1/2016
447;Another Moon;Filler;2016;5.6;168;s20 Infinite Tsukuyomi: The Invocation;4/2/2016
448;Comrade;Filler;2016;5.3;167;s20 Infinite Tsukuyomi: The Invocation;11/2/2016
449;The Shinobi Unite;Filler;2016;5.1;203;s20 Infinite Tsukuyomi: The Invocation;18/2/2016
450;Rival;Filler;2016;6.1;169;s20 Infinite Tsukuyomi: The Invocation;25/2/2016
451;Itachi's Story - Light and Darkness: Birth and Death;Mixed Canon/Filler;2016;7.8;268;s20 Infinite Tsukuyomi: The Invocation;3/3/2016
452;Itachi's Story - Light and Darkness: the Genius;Mixed Canon/Filler;2016;8;254;s20 Infinite Tsukuyomi: The Invocation;10/3/2016
453;Itachi's Story - Light and Darkness: The Pain of Living;Mixed Canon/Filler;2016;7.2;237;s20 Infinite Tsukuyomi: The Invocation;17/3/2016
454;Itachi's Story - Light and Darkness: Shisui's Request;Mixed Canon/Filler;2016;8;253;s20 Infinite Tsukuyomi: The Invocation;24/3/2016
455;Itachi's Story - Light and Darkness: Moonlit Night;Mixed Canon/Filler;2016;8.3;616;s20 Infinite Tsukuyomi: The Invocation;7/4/2016
456;Itachi's Story - Light and Darkness: the Darkness of the Akatsuki;Mixed Canon/Filler;2016;8;252;s20 Infinite Tsukuyomi: The Invocation;14/4/2016
457;Itachi's Story - Light and Darkness: Partner;Mixed Canon/Filler;2016;8.3;260;s20 Infinite Tsukuyomi: The Invocation;21/4/2016
458;Itachi's Story - Light and Darkness: Truth;Mixed Canon/Filler;2016;8.4;387;s20 Infinite Tsukuyomi: The Invocation;28/4/2016
459;She of the Beginning;Manga Canon;2016;8.4;376;s20 Infinite Tsukuyomi: The Invocation;5/5/2016
460;Kaguya Otsutsuki;Mixed Canon/Filler;2016;7.6;249;s20 Infinite Tsukuyomi: The Invocation;12/5/2016
461;Hagoromo and Hamura;Mixed Canon/Filler;2016;8;254;s20 Infinite Tsukuyomi: The Invocation;19/5/2016
462;A Fabricated Past;Mixed Canon/Filler;2016;8.2;270;s20 Infinite Tsukuyomi: The Invocation;26/5/2016
463;The No. 1 Most Unpredictable Ninja;Manga Canon;2016;8.4;314;s20 Infinite Tsukuyomi: The Invocation;2/6/2016
464;Ninshu: The Ninja Creed;Filler;2016;7.7;217;s20 Infinite Tsukuyomi: The Invocation;9/6/2016
465;Ashura and Indra;Filler;2016;7.5;210;s20 Infinite Tsukuyomi: The Invocation;16/6/2016
466;The Tumultuous Journey;Filler;2016;7.5;208;s20 Infinite Tsukuyomi: The Invocation;30/6/2016
467;Ashura's Decision;Filler;2016;7.8;212;s20 Infinite Tsukuyomi: The Invocation;7/7/2016
468;The Successor;Filler;2016;8.2;255;s20 Infinite Tsukuyomi: The Invocation;21/7/2016
469;A Special Mission;Mixed Canon/Filler;2016;8;274;s20 Infinite Tsukuyomi: The Invocation;28/7/2016
470;Connecting Thoughts;Manga Canon;2016;8.3;444;s20 Infinite Tsukuyomi: The Invocation;4/8/2016
471;The Two of Them...Always;Mixed Canon/Filler;2016;8.4;328;s20 Infinite Tsukuyomi: The Invocation;11/8/2016
472;You Better...;Mixed Canon/Filler;2016;8.2;591;s20 Infinite Tsukuyomi: The Invocation;18/8/2016
473;The Sharingan Revived;Manga Canon;2016;8.5;744;s20 Infinite Tsukuyomi: The Invocation;25/8/2016
474;Congratulations;Manga Canon;2016;9.2;1334;s20 Infinite Tsukuyomi: The Invocation;1/9/2016
475;The Final Valley;Manga Canon;2016;8.2;706;s20 Infinite Tsukuyomi: The Invocation;8/9/2016
476;The Final Battle;Manga Canon;2016;9.3;1596;s20 Infinite Tsukuyomi: The Invocation;29/9/2016
477;Naruto and Sasuke;Manga Canon;2016;9.5;2780;s20 Infinite Tsukuyomi: The Invocation;29/9/2016
478;The Unison Sign;Mixed Canon/Filler;2016;9.2;1304;s20 Infinite Tsukuyomi: The Invocation;6/10/2016
479;Naruto Uzumaki!!;Mixed Canon/Filler;2016;8.6;862;s20 Infinite Tsukuyomi: The Invocation;13/10/2016
480;Naruto and Hinata;Filler;2016;7.4;309;s21 Series;20/10/2016
481;Sasuke and Sakura;Filler;2016;6.6;261;s21 Series;27/10/2016
482;Gaara and Shikamaru;Filler;2016;6.7;261;s21 Series;3/11/2016
483;Jiraiya and Kakashi;Filler;2016;6.8;259;s21 Series;10/11/2016
484;Sasuke’s Story - Sunrise, Part 1: The Exploding Human;Manga Canon;2016;7.4;313;s21 Series;1/12/2016
485;Sasuke's Story - Sunrise, Part 2: Coliseum;Manga Canon;2016;7.4;304;s21 Series;8/12/2016
486;Sasuke’s Story - Sunrise, Part 3: Fuushin;Manga Canon;2016;7.4;293;s21 Series;15/12/2016
487;Sasuke’s Story - Sunrise, Part 4: The Ketsuryugan;Manga Canon;2016;7.1;294;s21 Series;22/12/2016
488;Sasuke’s Story: Sunrise, Part 5: The Last One;Manga Canon;2017;8;356;s21 Series;5/1/2017
489;Shikamaru’s Story, A Cloud Drifting in the Silent Dark, Part 1: The State of Affairs;Manga Canon;2017;7.5;305;s21 Series;12/1/2017
490;Shikamaru’s Story, a Cloud Drifting in the Silent Dark, Part 2: Dark Clouds;Manga Canon;2017;7.1;293;s21 Series;19/1/2017
491;Shikamaru’s Story, a Cloud Drifting in the Silent Dark, Part 3: Recklessness;Manga Canon;2017;7.1;290;s21 Series;26/1/2017
492;Shikamaru’s Story, a Cloud Drifting in the Silent Dark, Part 4: Cloud of Suspicion;Manga Canon;2017;7.2;289;s21 Series;2/2/2017
493;Shikamaru’s Story, a Cloud Drifting in the Silent Dark, Part 5: Dawn;Manga Canon;2017;7.4;298;s21 Series;9/2/2017
494;Hidden Leaf Story, the Perfect Day for a Wedding, Part 1: Naruto’s Wedding;Manga Canon;2017;7.3;303;s21 Series;16/2/2017
495;Hidden Leaf Story, the Perfect Day for a Wedding, Part 2: A Full-Powered Wedding Gift;Manga Canon;2017;6.7;313;s21 Series;16/2/2017
496;Hidden Leaf Story, the Perfect Day for a Wedding, Part 3: Steam and Food Pills;Manga Canon;2017;7.5;313;s21 Series;23/2/2017
497;Hidden Leaf Story, the Perfect Day for a Wedding, Part 4: the Kazekage’s Wedding Gift;Manga Canon;2017;7.2;301;s21 Series;2/3/2017
498;Hidden Leaf Story, the Perfect Day for a Wedding, Part 5: The Last Mission;Manga Canon;2017;6.8;305;s21 Series;9/3/2017
499;Hidden Leaf Story, the Perfect Day for a Wedding, Part 6: The Outcome of the Secret Mission;Manga Canon;2017;7.6;323;s21 Series;16/3/2017
500;Hidden Leaf Story, the Perfect Day for a Wedding, Part 7: The Message;Manga Canon;2017;8.8;1288;s21 Series;23/3/2017
